OTU	CK-1	CK-2	CK-3	TA-1	TA-2	TA-3	TB-1	TB-2	TB-3	TC-3	TC-2	TC-1	Taxonomy
Otu000149	162	166	184	90	85	80	111	112	174	90	67	42	Root;k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__;g__;s__
Otu000150	205	121	202	79	104	80	86	105	117	109	89	66	Root;k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__;s__
Otu000151	87	51	80	90	145	94	161	159	139	137	95	110	Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae
Otu000152	143	132	176	72	84	86	141	111	189	89	65	56	Root;k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Solirubrobacter;s__
Otu000153	5	6	9	217	113	128	23	8	40	252	195	329	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__Stenotrophomonas_chelatiphaga
Otu000154	85	59	112	92	118	93	132	146	212	60	94	121	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae
Otu000155	152	141	121	56	54	84	148	117	155	135	92	68	Root;k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales
Otu000156	16	36	19	60	44	59	103	199	154	357	142	132	Root;k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Prosthecobacter;s__
Otu000157	26	24	25	113	118	160	117	90	125	236	161	124	Root;k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Adhaeribacter;s__
Otu000158	130	110	9	69	82	103	140	255	169	82	47	120	Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae
Otu000159	212	234	24	82	142	100	89	142	95	37	38	115	Root;k__Bacteria;p__Cyanobacteria;c__Chloroplast
Otu000160	157	125	140	89	96	93	105	187	104	74	49	88	Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Nitrosomonadaceae;g__;s__
Otu000161	212	144	240	71	64	84	108	101	92	81	62	46	Root;k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__;s__
Otu000162	60	34	102	60	83	53	145	171	142	181	169	100	Root;k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae
Otu000163	186	150	195	83	92	72	110	95	93	79	75	68	Root;k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__;s__
Otu000164	231	166	191	118	144	67	57	58	57	62	57	69	Root;k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__;f__;g__;s__
Otu000165	125	61	136	65	69	87	144	149	139	120	99	79	Root;k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae
Otu000166	20	27	24	43	84	48	126	167	155	155	233	168	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadales_Incertae_Sedis;g__Steroidobacter;s__
Otu000167	26	49	17	23	23	26	221	217	176	197	164	108	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Oceanospirillaceae;g__Pseudospirillum;s__
Otu000168	12	40	25	123	67	91	163	228	313	21	94	68	Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Glycomycetales;f__Glycomycetaceae;g__Glycomyces;s__Glycomyces_algeriensis
Otu000169	178	161	144	122	152	59	52	85	55	86	58	91	Root;k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__;f__;g__;s__
Otu000170	33	36	25	43	54	37	150	218	167	160	178	138	Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Flavisolibacter;s__
Otu000171	56	42	51	55	58	100	200	112	235	139	98	92	Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__Nocardioides_exalbidus
Otu000172	192	144	172	166	151	122	58	56	69	40	38	28	Root;k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__;f__;g__;s__
Otu000173	73	83	88	80	108	111	112	99	144	78	145	100	Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Microvirga
Otu000174	191	171	190	53	82	80	106	86	89	72	60	39	Root;k__Bacteria;p__Acidobacteria
Otu000175	109	93	208	54	48	74	87	132	115	145	88	65	Root;k__Bacteria;p__Verrucomicrobia;c__Opitutae;o__Opitutales;f__Opitutaceae;g__Opitutus;s__
Otu000176	66	68	55	97	145	105	75	85	67	98	207	150	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadales_Incertae_Sedis;g__Steroidobacter;s__Steroidobacter_agariperforans
Otu000177	128	146	23	55	84	68	106	410	82	26	5	76	Root;k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__;s__
Otu000178	118	117	98	106	112	48	117	112	124	65	106	86	Root;k__Bacteria;p__Chlorobi;c__Chlorobia;o__Chlorobiales;f__OPB56;g__;s__
Otu000179	99	84	134	92	105	73	83	100	111	125	99	103	Root;k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae
Otu000180	60	54	97	172	200	89	40	67	54	157	120	91	Root;k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Luteolibacter;s__
Otu000181	174	156	17	100	81	72	77	273	61	40	27	118	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Luteimonas;s__Lysobacter_pocheonensis
Otu000182	69	64	57	223	318	263	21	32	55	52	13	27	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__BIrii41;g__;s__
Otu000183	20	15	14	79	129	95	119	145	118	147	156	148	Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Parasegetibacter;s__
Otu000184	25	42	43	51	92	18	105	232	64	204	202	104	Root;k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__AT425-EubC11_terrestrial_group;f__;g__;s__
Otu000185	83	92	75	90	173	87	76	112	91	94	91	101	Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Flavitalea;s__
Otu000186	224	169	139	138	128	127	64	33	67	25	20	25	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__;s__
Otu000187	6	87	0	64	49	17	163	435	67	112	5	154	Root;k__Bacteria;p__Armatimonadetes;c__bacterium_LY17;o__bacterium_LY17;f__bacterium_LY17;g__bacterium_LY17;s__bacterium_LY17
Otu000188	186	175	192	99	118	95	62	51	73	31	50	25	Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
Otu000189	24	16	7	86	93	66	110	128	101	136	218	172	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Sandaracinaceae;g__Sandaracinus;s__
Otu000190	28	8	6	161	90	308	47	61	48	104	112	171	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Pseudoxanthomonas;s__Pseudoxanthomonas_mexicana
Otu000191	170	150	24	70	66	68	46	207	55	60	47	177	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Dokdonella;s__
Otu000192	60	25	13	86	47	85	86	89	65	175	214	195	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Oceanospirillaceae;g__Pseudospirillum;s__
Otu000193	113	140	42	60	93	65	107	223	130	38	56	70	Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium
Otu000194	125	151	107	51	103	80	140	71	153	64	51	36	Root;k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__JG30-KF-CM45;f__;g__;s__
Otu000195	82	64	58	84	139	93	107	135	144	79	60	84	Root;k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae
Otu000196	93	92	2	96	48	96	29	86	13	0	494	77	Root;k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium_resistens
Otu000197	9	5	5	85	129	91	106	94	125	129	191	157	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter
Otu000198	113	164	28	66	81	140	91	271	93	9	1	67	Root;k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__;s__
Otu000199	135	136	101	97	95	72	85	80	81	99	74	64	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadales_Incertae_Sedis;g__;s__
Otu000200	7	50	10	71	115	72	72	48	129	201	200	142	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Pseudoxanthomonas
Otu000201	216	180	184	78	109	79	63	49	68	30	37	22	Root;k__Bacteria;p__Acidobacteria
Otu000202	117	100	122	73	89	66	114	92	136	63	73	62	Root;k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__;f__;g__;s__
Otu000203	136	94	92	80	70	51	114	118	84	115	97	53	Root;k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__;s__
Otu000204	11	41	8	334	114	160	65	35	74	36	99	118	Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter
Otu000205	129	94	138	81	83	57	110	104	94	89	68	39	Root;k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas;s__
Otu000206	78	84	72	43	68	68	141	168	118	90	73	81	Root;k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__;f__;g__;s__
Otu000207	99	126	17	132	142	82	91	178	74	21	10	101	Root;k__Bacteria;p__Saccharibacteria;c__;o__;f__;g__;s__
Otu000208	159	88	109	74	143	71	105	69	96	43	49	67	Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae
Otu000209	130	126	134	81	146	83	41	55	73	69	64	67	Root;k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__;f__;g__;s__
Otu000210	12	14	11	21	37	26	160	181	122	160	195	129	Root;k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__;s__
Otu000211	75	46	49	60	112	48	87	152	120	105	97	117	Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Flavisolibacter;s__
Otu000212	96	79	179	59	58	79	68	86	93	123	80	67	Root;k__Bacteria;p__Verrucomicrobia;c__OPB35_soil_group;o__;f__;g__;s__
Otu000213	181	132	94	72	101	84	77	60	86	71	46	61	Root;k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__;g__;s__
Otu000214	69	136	52	86	118	114	102	139	118	36	43	51	Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Kribbella;s__Kribbella_catacumbae
Otu000215	138	102	73	56	83	99	84	119	107	82	57	64	Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales;f__;g__;s__
Otu000216	13	22	0	50	17	27	84	226	15	208	232	164	Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__Pedobacter_sp_N1d-b8
Otu000217	39	49	24	349	296	49	9	4	42	22	9	164	Root;k__Bacteria;p__Saccharibacteria;c__;o__;f__;g__;s__
Otu000218	31	19	26	205	134	147	84	58	62	83	126	77	Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Massilia
Otu000219	69	51	55	59	85	85	48	53	39	190	231	86	Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus_niacini
Otu000220	127	71	153	52	93	67	120	96	92	64	66	48	Root;k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae
Otu000221	43	52	54	56	77	60	104	142	112	91	122	126	Root;k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__;s__
Otu000222	110	100	81	56	60	69	118	100	152	75	53	62	Root;k__Bacteria;p__Chloroflexi;c__KD4-96;o__;f__;g__;s__
Otu000223	89	87	4	99	255	82	42	51	32	23	49	216	Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Acidovorax;s__Acidovorax_delafieldii
Otu000224	151	102	177	56	73	61	78	69	75	66	67	52	Root;k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__;s__
Otu000225	13	12	30	36	11	47	70	108	103	231	244	120	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae
Otu000226	125	130	156	45	60	58	92	85	134	62	42	29	Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__MSB-1E8;g__;s__
Otu000227	59	99	32	74	121	83	64	85	70	96	121	110	Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae
Otu000228	119	71	153	86	100	76	68	68	76	74	72	47	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__;s__
Otu000229	101	54	81	54	84	62	92	92	101	109	100	74	Root;k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae
Otu000230	63	63	70	124	104	117	42	28	76	83	115	119	Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptosporangiales;f__Streptosporangiaceae;g__Nonomuraea
Otu000231	140	81	125	67	101	68	99	73	85	68	54	41	Root;k__Bacteria;p__Acidobacteria;c__Holophagae;o__;f__;g__;s__
Otu000232	144	70	2	187	234	55	43	63	26	27	61	87	Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Acidovorax;s__Acidovorax_facilis
Otu000233	110	79	80	34	47	53	96	123	126	62	102	83	Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__Novosphingobium_naphthalenivorans
Otu000234	98	124	97	72	78	46	76	105	57	105	48	88	Root;k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__AT425-EubC11_terrestrial_group;f__;g__;s__
Otu000235	135	126	69	139	168	108	35	29	34	51	67	31	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales
Otu000236	192	96	159	46	77	49	92	74	50	60	71	14	Root;k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__;f__;g__;s__
Otu000237	122	176	29	29	38	31	74	190	67	104	47	70	Root;k__Bacteria;p__Verrucomicrobia;c__OPB35_soil_group;o__;f__;g__;s__
Otu000238	34	164	25	74	89	118	90	109	104	96	7	62	Root;k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__WD2101_soil_group;f__;g__;s__
Otu000239	69	111	31	55	71	58	74	146	163	56	70	65	Root;k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__;g__;s__
Otu000240	0	1	0	168	183	202	4	3	2	158	94	151	Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Massilia
Otu000241	47	52	34	22	40	41	78	163	116	122	128	122	Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__I-10;g__;s__
Otu000242	173	147	132	89	106	109	39	19	45	52	37	16	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Haliangiaceae;g__Haliangium;s__
Otu000243	41	57	70	55	100	50	89	99	119	73	89	118	Root;k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas
Otu000244	19	19	63	80	80	39	31	106	44	126	274	76	Root;k__Bacteria;p__Verrucomicrobia;c__Spartobacteria;o__Chthoniobacterales;f__Chthoniobacteraceae;g__Chthoniobacter;s__
Otu000245	47	47	58	74	61	98	69	53	68	145	141	96	Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas
Otu000246	119	186	119	63	104	46	42	75	75	44	34	46	Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae
Otu000247	11	8	25	204	131	219	11	13	39	53	83	152	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas
Otu000248	4	5	3	107	89	56	22	22	28	66	263	278	Root;k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium
Otu000249	145	117	142	53	83	73	52	83	39	55	53	46	Root;k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__;s__
Otu000250	64	57	102	96	85	78	90	86	85	80	69	49	Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__CCU22;g__;s__
Otu000251	2	4	1	103	68	44	106	82	103	94	173	161	Root;k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__
Otu000252	79	62	45	64	85	67	112	80	157	69	38	79	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__;s__
Otu000253	160	128	151	79	71	72	49	47	60	47	34	33	Root;k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__;f__;g__;s__
Otu000254	36	60	35	39	84	57	151	98	110	103	83	72	Root;k__Bacteria;p__Chloroflexi;c__S085;o__;f__;g__;s__
Otu000255	0	6	3	70	508	108	8	0	6	31	176	12	Root;k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium
Otu000256	21	12	33	178	226	138	17	10	18	47	72	146	Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Chitinophaga
Otu000257	79	70	29	62	101	53	64	115	69	67	133	74	Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae
Otu000258	40	42	30	60	85	62	135	120	110	68	78	74	Root;k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__;s__
Otu000259	12	6	5	49	56	57	106	95	105	154	180	76	Root;k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Adhaeribacter;s__Adhaeribacter_aerophilus
Otu000260	108	120	24	60	90	51	66	169	57	33	36	86	Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae;g__Mesorhizobium;s__Mesorhizobium_plurifarium
Otu000261	99	83	87	39	47	31	98	94	98	96	73	54	Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__TRA3-20
Otu000262	9	17	10	93	48	60	71	56	104	196	138	95	Root;k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cyclobacteriaceae;g__Algoriphagus
Otu000263	51	35	47	71	64	45	88	108	137	71	101	76	Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__7B-8;g__;s__
Otu000264	25	121	17	62	94	111	88	90	94	106	19	66	Root;k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__WD2101_soil_group;f__;g__;s__
Otu000265	90	88	76	82	133	94	65	57	62	43	63	35	Root;k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__;f__;g__;s__
Otu000266	125	103	108	42	55	71	99	69	101	52	35	27	Root;k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__Gaiella;s__
Otu000267	29	18	21	135	223	134	42	23	38	38	101	82	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter
Otu000268	58	104	48	55	68	59	85	93	75	93	72	66	Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae
Otu000269	136	121	101	29	61	51	77	82	84	59	42	29	Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__TRA3-20;f__;g__;s__
Otu000270	85	102	88	91	73	21	80	95	61	61	43	71	Root;k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__AT425-EubC11_terrestrial_group;f__;g__;s__
Otu000271	122	99	134	74	83	58	62	58	60	45	45	27	Root;k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__;f__;g__;s__
Otu000272	182	183	15	59	75	58	42	150	31	14	4	45	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Rhodanobacter;s__
Otu000273	21	11	20	45	94	65	74	123	74	88	140	103	Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Flavisolibacter;s__
Otu000274	12	16	35	42	43	27	63	91	39	133	195	161	Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Parapedobacter
Otu000275	3	3	18	318	290	94	3	16	5	10	72	21	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Nannocystaceae;g__Nannocystis;s__
Otu000276	94	77	98	33	47	65	105	71	123	48	56	32	Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales;f__Geodermatophilaceae;g__Geodermatophilus;s__
Otu000277	111	91	124	32	43	27	64	100	60	86	66	41	Root;k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__S0134_terrestrial_group;f__;g__;s__
Otu000278	98	97	96	67	59	59	55	73	81	67	49	42	Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__;s__
Otu000279	94	77	90	69	76	48	70	79	57	70	63	48	Root;k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__;s__
Otu000280	70	14	17	36	15	27	85	71	45	275	57	122	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Cellvibrionaceae;g__Simiduia;s__
Otu000281	117	112	70	54	89	48	40	58	61	75	36	72	Root;k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__;s__
Otu000282	109	75	77	52	56	66	66	56	82	86	49	58	Root;k__Bacteria;p__Chloroflexi;c__KD4-96;o__;f__;g__;s__
Otu000283	153	110	183	31	39	53	89	29	79	22	22	21	Root;k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__;g__;s__
Otu000284	38	66	165	68	52	58	33	76	47	74	100	52	Root;k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Haloferula;s__
Otu000285	20	53	57	46	116	15	74	92	48	84	103	119	Root;k__Bacteria;p__Chlorobi;c__Chlorobia;o__Chlorobiales;f__OPB56;g__;s__
Otu000286	14	47	25	15	41	14	126	99	132	93	136	83	Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptosporangiales;f__Thermomonosporaceae
Otu000287	103	115	116	47	60	64	61	62	66	61	35	34	Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales
Otu000288	61	66	37	27	28	46	99	104	84	126	81	64	Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__TRA3-20;f__;g__;s__
Otu000289	3	0	0	370	39	9	127	16	3	11	108	136	Root;k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium
Otu000290	31	42	10	30	42	21	141	206	129	51	55	63	Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae
Otu000291	18	22	26	63	75	40	59	101	62	159	104	89	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas;s__
Otu000292	107	95	111	47	67	35	57	65	70	55	58	47	Root;k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__;s__
Otu000293	70	83	5	39	32	38	57	188	35	133	92	42	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Rhodanobacter
