Otu	CK-1	CK-2	CK-3	TA-1	TA-2	TA-3	TB-1	TB-2	TB-3	TC-1	TC-2	TC-3
Otu000445	2	7	0	54	94	84	1	0	12	74	32	142
Otu000446	91	131	29	37	65	49	22	21	14	11	18	14
Otu000447	25	63	31	44	82	49	44	34	37	49	24	19
Otu000448	81	76	57	33	48	22	36	41	26	23	23	34
Otu000449	36	193	157	17	29	12	8	22	6	4	3	13
Otu000450	17	16	13	41	80	50	35	59	63	50	43	32
Otu000451	22	75	8	47	53	76	54	49	47	29	5	33
Otu000452	79	73	3	30	34	18	36	128	30	41	8	16
Otu000453	43	49	66	31	49	29	39	52	53	17	30	36
Otu000454	30	31	16	65	73	52	34	43	43	30	36	41
Otu000455	54	30	37	28	35	26	59	52	44	31	50	48
Otu000456	6	8	2	23	40	9	56	106	39	58	76	71
Otu000457	65	51	60	29	52	39	37	30	41	22	34	34
Otu000458	63	54	86	34	41	35	38	44	35	9	28	27
Otu000459	66	35	22	52	48	19	64	62	28	43	28	26
Otu000460	64	56	61	42	44	27	42	21	53	22	30	31
Otu000461	78	48	74	23	27	25	40	40	56	13	28	41
Otu000462	55	56	60	31	42	9	47	57	32	27	25	52
Otu000463	59	57	58	28	28	42	50	38	49	23	39	21
Otu000464	38	60	25	36	33	50	26	22	48	61	37	56
Otu000465	66	59	59	49	53	39	26	31	26	32	29	23
Otu000466	15	4	6	11	9	9	81	78	86	46	88	58
Otu000467	31	138	24	41	50	49	30	43	37	12	5	29
Otu000468	11	24	13	89	75	59	10	25	30	41	72	37
Otu000469	47	56	102	50	66	34	16	35	16	18	16	30
Otu000470	75	71	77	19	48	35	44	31	33	13	12	24
Otu000471	8	26	2	41	53	34	38	58	71	62	12	75
Otu000472	48	51	30	20	36	34	38	37	93	34	30	27
Otu000473	8	8	15	4	10	3	95	80	127	34	41	53
Otu000474	73	68	79	37	40	35	38	38	24	10	15	21
Otu000475	12	14	12	46	42	34	16	26	49	60	80	86
Otu000476	62	43	79	39	27	29	47	41	41	23	23	23
Otu000477	72	65	147	25	27	21	22	28	18	6	19	27
Otu000478	3	23	5	23	19	6	33	187	27	31	33	85
Otu000479	27	30	27	39	43	78	39	27	29	39	25	71
Otu000480	40	48	18	43	35	24	35	161	28	25	2	13
Otu000481	15	18	1	42	6	9	27	205	14	74	41	20
Otu000482	143	87	114	16	31	19	7	7	21	3	9	15
Otu000483	5	36	2	9	16	21	64	91	59	60	12	93
Otu000484	27	134	12	30	54	65	20	43	23	11	9	38
Otu000485	39	47	27	30	32	34	49	66	50	34	23	34
Otu000486	76	55	46	23	47	37	44	30	55	11	16	24
Otu000487	73	100	96	46	36	42	13	19	8	5	8	18
Otu000488	78	72	31	54	58	57	15	24	16	9	30	18
Otu000489	8	92	10	42	68	18	28	69	20	22	19	65
Otu000490	40	48	26	31	58	27	39	57	33	19	41	41
Otu000491	51	41	63	25	35	33	58	46	43	14	27	24
Otu000492	22	15	11	36	42	48	24	44	22	66	71	58
Otu000493	22	21	16	12	20	19	59	109	47	25	52	56
Otu000494	49	88	51	25	60	30	31	30	49	22	9	13
Otu000495	16	56	73	44	60	38	17	20	29	24	43	37
Otu000496	45	62	4	34	38	28	35	110	15	51	12	23
Otu000497	1	1	2	17	28	24	25	26	28	70	110	125
Otu000498	15	22	9	84	41	61	17	31	25	58	44	47
Otu000499	26	29	20	31	70	38	49	51	46	42	29	23
Otu000500	68	54	41	30	33	21	34	52	44	31	22	23
Otu000501	59	23	35	65	73	36	37	39	35	19	13	18
Otu000502	56	58	49	15	27	37	65	32	60	16	20	15
Otu000503	43	61	74	31	53	32	25	26	36	17	24	26
Otu000504	24	49	19	37	104	21	14	33	24	44	46	32
Otu000505	13	6	26	33	56	26	31	31	39	71	59	56
Otu000506	62	39	11	13	24	31	61	95	72	27	2	9
Otu000507	36	118	22	38	44	41	21	40	26	9	7	43
Otu000508	1	0	2	102	59	82	9	2	3	118	44	23
Otu000509	39	23	47	8	16	16	38	58	36	25	73	65
Otu000510	38	72	33	37	60	38	28	37	42	28	12	18
Otu000511	19	67	12	19	36	18	25	88	48	27	24	60
Otu000512	3	6	4	8	2	1	73	75	129	28	40	73
Otu000513	62	67	61	35	38	32	29	30	27	20	16	24
Otu000514	22	81	9	38	41	48	37	52	49	18	6	39
Otu000515	43	59	40	35	46	22	47	48	33	20	20	26
Otu000516	40	38	33	34	48	31	26	50	44	34	28	31
Otu000517	35	29	30	35	38	30	55	42	47	38	42	12
Otu000518	9	5	17	20	26	26	42	52	49	44	69	74
Otu000519	68	57	51	13	30	32	42	22	54	17	21	25
Otu000520	29	33	42	28	22	46	61	35	57	26	34	18
Otu000521	167	82	24	26	34	13	10	9	23	8	3	31
Otu000522	30	23	50	13	21	22	49	56	54	32	39	41
Otu000523	54	58	159	39	19	41	10	9	9	5	10	16
Otu000524	21	66	1	57	44	38	25	22	15	37	28	75
Otu000525	11	10	16	29	17	27	38	28	76	68	57	51
Otu000526	29	42	33	63	53	51	32	32	28	33	10	22
Otu000527	34	38	30	35	67	25	30	25	29	40	39	35
Otu000528	25	22	58	26	31	20	32	50	38	31	48	45
Otu000529	41	34	46	22	20	37	58	40	74	20	9	24
Otu000530	2	3	0	7	22	12	46	41	50	43	142	57
Otu000531	40	38	44	36	52	28	28	35	40	22	29	32
Otu000532	68	58	35	24	38	22	34	30	17	24	36	38
Otu000533	47	41	63	41	41	29	37	27	32	18	28	20
Otu000534	56	61	31	27	33	35	33	37	52	19	18	22
Otu000535	47	45	38	29	50	20	42	40	43	22	25	22
Otu000536	27	32	15	26	28	12	38	67	43	50	53	31
Otu000537	52	47	37	24	39	13	47	49	27	32	33	22
Otu000538	84	42	50	43	67	64	13	15	22	9	4	7
Otu000539	94	55	54	57	59	67	7	6	10	3	7	1
Otu000540	20	15	25	24	45	31	18	20	35	98	31	58
Otu000541	22	95	5	41	56	57	20	41	36	11	5	28
Otu000542	53	72	56	12	53	21	36	19	23	18	23	31
Otu000543	64	53	102	35	27	36	11	28	17	14	8	22
Otu000544	96	57	68	56	55	38	12	7	13	5	6	3
Otu000545	19	9	10	23	27	15	39	97	41	32	47	57
Otu000546	84	60	62	36	69	32	21	24	11	3	7	7
Otu000547	67	72	137	23	38	21	6	25	9	3	5	9
Otu000548	77	59	56	34	49	39	19	18	26	11	12	15
Otu000549	20	22	12	31	46	21	48	48	35	49	50	32
Otu000550	56	65	58	37	49	12	28	16	33	8	26	25
Otu000551	51	51	94	24	20	19	27	21	23	21	15	46
Otu000552	14	25	28	21	38	40	13	74	29	28	57	43
Otu000553	69	53	69	23	18	15	42	30	34	18	15	24
Otu000554	32	30	36	18	35	6	37	51	48	34	37	45
Otu000555	76	46	52	28	28	24	30	19	39	18	27	21
Otu000556	4	4	4	5	1	12	29	57	27	45	108	111
Otu000557	18	26	21	42	65	43	13	26	47	32	44	29
Otu000558	15	7	30	38	32	34	15	18	28	40	108	41
Otu000559	74	55	52	22	22	30	39	14	35	14	20	28
Otu000560	6	19	21	15	24	17	42	81	35	37	60	48
Otu000561	22	18	18	31	23	48	51	40	64	19	48	23
Otu000562	20	50	19	31	61	26	51	36	43	23	23	21
Otu000563	5	42	9	14	17	17	40	94	45	23	17	81
Otu000564	53	30	50	18	15	18	34	54	28	24	27	51
Otu000565	20	39	26	31	26	11	46	65	27	32	32	46
Otu000566	0	6	4	50	39	38	14	3	160	33	36	18
Otu000567	72	70	75	38	36	24	17	20	14	8	11	15
Otu000568	48	67	35	42	54	30	21	21	23	16	12	29
Otu000569	26	22	25	32	43	31	39	27	26	48	42	37
Otu000570	7	1	4	25	23	12	50	24	90	53	67	42
Otu000571	43	37	43	30	51	33	31	33	28	24	21	23
Otu000572	76	27	95	21	36	50	15	9	27	11	15	15
Otu000573	10	35	48	24	39	4	24	65	16	26	45	61
Otu000574	35	80	14	33	56	25	18	64	19	33	10	10
Otu000575	25	20	27	24	14	23	71	64	54	14	35	25
Otu000576	41	51	54	31	40	18	21	46	34	11	23	26
Otu000577	15	22	23	24	36	15	34	80	40	23	40	44
Otu000578	16	16	23	23	43	21	45	57	54	36	33	28
Otu000579	20	22	15	21	13	24	74	40	69	18	37	41
Otu000580	35	58	19	67	59	52	9	24	21	29	13	7
Otu000581	15	87	7	33	37	55	21	47	41	17	5	27
Otu000582	22	11	7	10	3	12	67	57	113	26	25	39
Otu000583	65	68	65	29	43	24	16	23	13	11	11	24
Otu000584	27	24	19	56	51	27	33	28	40	28	27	31
Otu000585	30	46	3	12	25	4	41	129	26	48	4	21
Otu000586	28	21	24	39	38	43	20	27	37	38	33	40
Otu000587	51	39	55	26	25	23	47	27	47	13	11	23
Otu000588	10	13	24	21	24	6	56	79	29	31	39	54
Otu000589	13	21	33	69	58	47	13	15	13	24	25	55
Otu000590	3	4	3	158	48	107	2	6	3	25	20	6
Otu000591	50	66	39	18	26	27	48	30	27	17	11	25
Otu000592	11	34	5	14	26	21	26	62	28	34	33	90
Otu000593	6	5	6	84	47	80	1	11	10	95	28	10
Otu000594	56	31	26	15	17	26	62	59	40	17	12	22
Otu000595	31	55	46	66	84	27	13	9	12	16	12	11
Otu000596	2	10	3	12	7	12	8	4	13	181	42	87
Otu000597	62	40	56	15	18	38	48	15	45	14	11	19
Otu000598	23	25	26	35	55	36	32	43	38	20	20	27
Otu000599	31	27	50	20	25	18	31	47	29	49	27	25
Otu000600	38	49	94	14	27	24	13	26	24	14	26	28
Otu000601	3	4	3	10	25	31	51	52	51	41	40	66
Otu000602	22	29	49	15	17	20	41	35	33	27	32	56
Otu000603	49	47	9	19	22	33	41	89	40	18	2	6
Otu000604	41	38	4	25	21	32	30	92	23	27	17	25
Otu000605	4	42	0	13	18	5	181	10	8	11	61	21
Otu000606	35	28	37	22	21	9	35	44	44	18	11	70
Otu000607	52	35	87	19	17	23	20	31	30	10	15	34
Otu000608	27	37	35	11	18	14	28	33	38	41	43	48
Otu000609	16	18	27	18	55	22	33	35	47	40	30	32
Otu000610	50	38	61	13	20	30	25	21	43	15	24	30
Otu000611	17	30	3	35	49	30	11	12	14	63	53	52
Otu000612	31	26	12	21	9	24	34	61	43	31	20	57
Otu000613	18	9	11	28	70	24	34	30	35	34	45	31
Otu000614	54	43	34	18	21	15	37	49	20	18	30	29
Otu000615	9	11	11	41	32	34	30	56	37	30	43	33
Otu000616	8	8	8	10	16	27	10	18	13	81	50	117
Otu000617	51	52	9	24	37	18	9	90	31	35	1	8
Otu000618	41	71	4	32	34	15	26	79	18	29	11	5
Otu000619	27	30	16	15	27	23	28	62	40	35	21	41
Otu000620	12	9	7	27	51	48	22	14	24	30	41	79
Otu000621	62	34	29	16	37	28	26	21	40	34	13	23
Otu000622	63	61	67	25	38	31	9	20	10	5	19	14
Otu000623	19	6	42	56	64	22	24	26	18	41	25	18
Otu000624	19	27	23	107	81	56	13	4	5	16	4	5
Otu000625	1	1	1	15	27	17	30	26	31	47	87	77
Otu000626	21	32	45	12	12	30	36	43	46	19	25	38
Otu000627	52	48	56	21	28	23	41	24	29	7	15	14
Otu000628	64	52	6	19	42	17	14	72	27	28	2	14
Otu000629	30	16	23	12	38	31	33	28	29	49	21	46
Otu000630	5	3	0	4	98	1	8	43	17	127	44	4
Otu000631	29	14	7	22	21	11	41	59	50	31	26	41
Otu000632	53	38	42	18	29	26	37	23	31	13	12	30
Otu000633	29	25	13	28	49	32	35	31	26	23	26	33
Otu000634	36	20	69	39	30	19	22	29	30	18	18	20
Otu000635	10	1	2	21	63	30	38	30	22	36	59	38
Otu000636	15	67	42	23	23	21	32	17	27	10	50	21
Otu000637	1	5	0	1	0	3	8	18	12	29	97	174
Otu000638	52	50	65	21	34	21	21	24	20	8	11	21
Otu000639	11	3	4	19	31	25	22	20	24	40	66	82
Otu000640	49	67	46	16	24	21	24	18	33	16	13	20
Otu000641	7	8	5	26	23	19	30	34	49	46	58	41
Otu000642	72	62	80	17	34	16	12	17	22	5	3	5
Otu000643	17	27	41	20	24	4	31	42	20	33	53	33
Otu000644	25	43	22	54	77	40	22	11	20	14	4	11
Otu000645	49	26	47	7	16	26	43	32	51	11	16	19
Otu000646	40	43	42	21	28	12	27	27	29	23	26	24
Otu000647	52	49	9	25	31	16	18	92	19	23	0	8
Otu000648	17	39	4	21	19	12	22	116	16	28	6	40
Otu000649	8	9	8	71	40	87	18	12	17	19	31	19
Otu000650	0	1	0	63	46	41	58	0	10	57	44	18
Otu000651	13	14	29	27	54	23	15	30	30	49	32	22
Otu000652	62	57	42	25	27	15	10	31	17	17	13	21
Otu000653	38	35	15	10	31	21	48	30	38	23	26	21
Otu000654	37	40	4	21	21	18	28	95	20	47	0	5
Otu000655	37	21	31	22	39	16	27	37	35	22	22	27
Otu000656	44	25	43	18	26	29	39	22	51	13	13	13
Otu000657	37	40	51	18	17	23	39	26	41	11	15	18
Otu000658	39	50	42	19	23	31	18	25	33	18	9	28
Otu000659	63	33	32	11	20	23	14	27	32	21	21	37
Otu000660	31	21	16	9	10	11	35	30	62	39	17	53
Otu000661	53	75	5	7	35	15	44	35	12	49	0	3
Otu000662	9	22	11	14	13	26	65	31	78	21	25	17
Otu000663	16	12	12	11	19	17	14	36	19	47	65	64
Otu000664	172	17	2	0	67	27	10	32	1	3	0	1
Otu000665	42	55	35	44	28	51	12	18	15	6	10	15
Otu000666	13	21	33	16	28	9	28	52	30	35	29	36
Otu000667	11	8	19	17	32	23	51	32	43	30	35	29
Otu000668	48	45	64	48	42	23	10	7	12	10	11	8
Otu000669	18	14	9	34	55	29	25	28	15	35	32	33
Otu000670	40	41	3	24	35	22	13	57	12	17	28	35
Otu000671	39	41	54	17	44	12	16	25	15	25	10	28
Otu000672	8	28	8	28	37	31	36	49	33	23	5	40
Otu000673	22	15	106	15	7	12	24	28	36	8	17	36
Otu000674	43	43	7	15	26	20	20	68	13	38	12	20
Otu000675	37	47	104	18	14	21	13	24	12	5	13	16
Otu000676	3	4	3	34	40	25	32	33	33	23	44	50
Otu000677	10	10	5	12	19	21	66	33	86	21	14	26
Otu000678	36	5	6	4	14	13	33	43	22	49	41	57
Otu000679	29	31	39	16	47	32	30	26	14	20	20	18
Otu000680	33	80	6	12	19	10	24	84	22	24	0	8
Otu000681	10	20	13	6	9	3	39	40	88	19	29	46
Otu000682	3	6	2	4	10	4	30	27	47	60	40	89
Otu000683	20	15	8	18	22	24	26	40	35	59	29	26
Otu000684	55	53	42	18	18	34	21	21	19	11	12	18
Otu000685	18	45	16	20	58	15	29	26	13	11	28	42
Otu000686	31	30	33	5	11	20	26	43	61	27	13	21
Otu000687	30	23	60	10	63	27	14	22	13	12	22	24
Otu000688	33	19	41	18	30	19	26	20	30	26	23	35
Otu000689	15	50	3	32	33	37	30	45	36	17	4	17
Otu000690	47	30	31	25	52	25	18	32	17	13	12	17
Otu000691	10	18	18	40	59	27	23	29	24	27	20	23
Otu000692	55	41	48	19	24	16	27	22	19	10	21	15
Otu000693	45	48	56	27	29	18	14	16	26	9	9	19
Otu000694	22	16	32	16	16	10	35	62	16	32	24	35
Otu000695	36	51	74	17	10	18	13	26	20	14	13	24
Otu000696	24	12	21	28	30	16	29	26	36	28	35	30
Otu000697	6	0	1	55	37	125	37	0	8	17	19	10
Otu000698	45	37	55	15	21	17	25	29	30	2	18	21
Otu000699	74	67	28	16	29	21	12	17	20	8	14	7
Otu000700	2	1	0	16	8	9	0	4	6	97	25	145
Otu000701	2	1	2	9	14	7	49	37	49	31	62	49
Otu000702	55	87	19	21	12	17	14	59	5	10	0	13
Otu000703	35	37	106	11	4	7	9	55	24	0	5	19
Otu000704	57	34	37	15	22	24	26	23	30	9	15	19
Otu000705	36	38	37	18	28	18	18	23	25	22	19	29
Otu000706	59	38	46	19	14	18	24	21	26	7	21	17
Otu000707	51	34	48	26	39	21	25	11	31	6	15	3
Otu000708	29	18	26	18	37	23	23	29	45	13	25	23
Otu000709	14	12	23	27	34	38	29	37	34	22	22	17
Otu000710	0	0	0	1	3	5	17	41	117	19	57	49
Otu000711	44	56	57	12	14	24	27	19	27	5	10	13
Otu000712	18	23	40	16	15	0	26	66	23	35	20	25
Otu000713	4	3	5	14	23	29	25	24	27	29	70	53
Otu000714	38	46	38	17	26	25	37	21	17	10	18	13
Otu000715	12	61	7	13	18	32	38	36	33	14	10	30
Otu000716	43	17	36	18	25	19	35	35	24	17	17	15
Otu000717	45	53	42	25	29	30	23	13	18	5	8	10
Otu000718	31	20	131	9	14	8	10	17	13	15	11	22
Otu000719	13	7	5	72	60	67	8	7	8	11	34	8
Otu000720	14	74	19	27	28	22	23	24	31	12	3	22
Otu000721	48	45	53	16	19	23	27	9	26	11	6	15
Otu000722	21	8	8	24	26	11	20	30	22	44	45	39
Otu000723	47	34	27	13	18	17	26	32	43	10	12	19
Otu000724	7	13	9	20	48	15	8	24	15	39	71	29
Otu000725	46	23	2	30	27	41	27	41	32	17	0	9
Otu000726	10	21	19	7	10	19	37	20	47	34	27	44
Otu000727	42	49	98	15	11	15	5	19	6	8	12	14
Otu000728	23	42	16	12	25	18	24	67	23	19	11	12
Otu000729	5	7	10	72	47	60	3	2	14	54	12	6
Otu000730	63	46	43	10	19	21	21	12	22	9	11	15
Otu000731	24	24	33	6	14	13	36	40	36	15	31	19
Otu000732	13	44	6	21	19	35	23	49	43	11	2	25
Otu000733	0	5	3	6	24	21	19	13	19	124	20	37
Otu000734	44	18	22	20	14	21	46	22	38	9	14	22
Otu000735	29	17	49	11	33	9	18	24	22	31	25	21
Otu000736	5	24	2	28	28	23	36	40	33	29	3	37
Otu000737	33	39	36	21	10	16	30	24	38	14	9	18
Otu000738	1	13	2	9	11	8	16	95	20	12	22	78
Otu000739	13	11	2	8	22	6	20	20	19	130	23	13
Otu000740	19	36	51	16	38	27	18	27	30	8	5	12
Otu000741	5	21	9	19	9	10	26	56	26	27	18	60
Otu000742	15	11	12	21	52	38	17	23	15	37	32	13
Otu000743	14	31	24	14	27	10	29	39	19	25	26	28
Otu000744	13	19	52	29	19	8	19	28	39	15	18	27
Otu000745	25	34	12	25	41	28	19	24	13	21	16	27
Otu000746	19	17	14	32	36	37	17	19	17	29	29	18
Otu000747	12	69	3	29	33	38	22	24	12	14	2	25
Otu000748	4	39	10	11	36	17	19	41	25	25	4	52
Otu000749	33	46	36	17	14	21	32	17	28	7	13	18
Otu000750	32	29	41	11	4	8	23	29	30	6	38	31
Otu000751	21	49	30	31	26	9	24	23	25	13	16	15
Otu000752	9	91	9	13	31	12	16	31	18	11	14	27
Otu000753	34	55	47	14	22	18	15	14	22	16	7	18
Otu000754	19	11	54	12	17	10	25	37	19	18	24	35
Otu000755	71	57	8	22	25	14	13	38	9	23	0	1
Otu000756	46	48	51	17	33	5	17	14	19	7	7	17
Otu000757	14	13	8	11	16	15	26	43	39	28	33	33
Otu000758	29	53	3	19	31	17	15	64	20	22	2	4
Otu000759	22	20	12	19	70	44	10	10	28	19	12	13
Otu000760	18	2	6	84	15	30	33	12	6	30	32	11
Otu000761	59	40	39	8	9	23	25	25	11	5	14	21
Otu000762	25	70	5	10	11	12	14	77	8	19	5	22
Otu000763	56	42	27	14	23	24	15	21	22	4	14	15
Otu000764	15	12	13	18	24	19	25	42	31	21	30	27
Otu000765	36	40	8	14	36	40	29	25	31	9	4	5
Otu000766	21	13	27	19	22	29	26	20	31	9	29	31
Otu000767	22	42	50	18	16	32	9	8	26	18	30	6
Otu000768	35	24	3	12	28	20	33	71	34	16	0	1
Otu000769	20	33	32	12	18	5	28	46	22	18	14	28
Otu000770	2	1	1	1	0	0	45	31	85	33	27	49
Otu000771	20	43	10	27	25	20	28	16	31	34	10	11
Otu000772	19	30	24	31	33	23	11	35	23	20	10	15
Otu000773	0	2	0	3	0	11	1	4	1	72	126	54
Otu000774	52	83	1	13	11	19	10	23	8	34	6	13
Otu000775	45	41	37	20	22	7	16	23	28	18	4	11
Otu000776	5	7	7	18	16	11	40	29	59	26	39	14
Otu000777	7	26	4	14	13	18	22	49	42	22	9	45
Otu000778	22	75	11	28	34	15	13	28	20	6	4	15
Otu000779	6	18	21	5	16	5	11	43	17	23	42	64
Otu000780	5	51	4	28	25	16	21	41	27	18	3	32
Otu000781	3	12	9	58	57	62	10	7	3	23	18	8
Otu000782	1	5	9	17	13	16	4	38	24	24	73	46
Otu000783	25	51	31	28	15	23	12	19	27	15	11	13
Otu000784	36	41	19	13	30	13	22	24	37	13	10	11
Otu000785	10	22	3	12	19	6	6	103	16	21	20	31
Otu000786	51	27	20	35	39	35	8	8	7	13	11	15
Otu000787	33	38	36	8	16	27	20	27	30	11	10	13
Otu000788	37	22	26	26	16	7	32	27	19	10	17	30
Otu000789	30	25	14	14	37	36	22	17	18	30	19	7
Otu000790	47	21	39	2	9	18	34	25	48	8	7	11
Otu000791	29	33	23	13	16	18	29	19	34	11	22	22
Otu000792	10	53	11	36	15	32	17	15	26	15	23	15
Otu000793	2	7	3	14	18	4	13	16	14	57	46	74
Otu000794	41	46	65	14	19	20	14	19	21	5	2	2
Otu000795	33	37	35	12	29	25	21	18	24	14	5	15
Otu000796	36	19	22	13	29	24	16	26	30	20	7	26
Otu000797	41	51	59	32	21	22	11	9	7	5	5	4
Otu000798	34	29	35	19	32	19	19	23	17	10	14	16
Otu000799	11	4	13	26	21	21	10	6	10	49	22	74
Otu000800	42	31	27	35	22	39	10	11	18	8	6	18
Otu000801	1	1	0	1	0	1	7	0	0	58	30	167
Otu000802	12	11	1	25	13	8	29	106	24	12	8	17
Otu000803	65	50	44	17	26	26	8	5	5	4	4	11
Otu000804	38	24	25	24	22	6	35	18	24	6	13	30
Otu000805	35	33	8	15	13	13	19	45	23	29	14	18
Otu000806	11	14	28	37	74	21	4	8	7	13	27	20
Otu000807	22	10	25	16	23	26	25	23	23	13	29	29
Otu000808	18	65	21	20	24	13	12	24	12	20	7	28
Otu000809	8	11	4	8	75	16	24	15	30	14	45	14
Otu000810	40	36	22	18	22	6	39	23	26	13	7	12
Otu000811	39	29	50	23	33	19	17	16	13	9	6	9
Otu000812	28	34	30	14	26	11	34	15	30	13	9	19
Otu000813	33	43	70	9	21	25	6	17	6	10	9	13
Otu000814	34	15	29	16	42	24	18	14	23	20	13	14
Otu000815	19	19	44	16	19	22	17	23	23	15	18	26
Otu000816	36	37	104	28	10	14	4	7	8	8	2	3
Otu000817	18	118	0	12	33	20	5	31	8	12	1	2
Otu000818	45	26	42	23	27	11	20	17	9	10	15	14
Otu000819	14	26	9	21	66	45	10	9	12	29	9	9
Otu000820	24	37	30	12	15	23	24	21	34	9	15	14
Otu000821	0	1	0	73	45	64	2	1	3	62	3	4
Otu000822	32	33	24	13	33	19	22	16	20	9	27	9
Otu000823	31	17	35	17	8	11	18	31	36	24	17	11
Otu000824	10	7	3	16	16	16	30	35	24	21	33	45
Otu000825	16	49	4	20	25	24	14	28	30	9	7	29
Otu000826	50	41	77	22	16	15	7	7	11	2	3	4
Otu000827	8	13	2	35	44	16	15	20	24	31	30	16
Otu000828	31	30	26	7	26	15	21	19	39	15	14	11
Otu000829	23	19	17	7	18	10	34	31	34	30	20	11
Otu000830	36	29	32	17	29	16	8	19	19	13	17	18
Otu000831	26	34	14	14	14	11	24	70	21	14	1	10
Otu000832	39	24	36	14	24	23	25	17	24	11	7	9
Otu000833	0	5	0	56	43	28	3	3	2	15	40	58
Otu000834	18	29	9	23	24	16	13	22	10	24	30	34
Otu000835	47	63	8	17	13	17	9	42	7	16	4	9
Otu000836	14	24	44	18	20	18	13	35	34	7	11	14
Otu000837	27	12	7	13	5	16	22	35	33	17	33	31
Otu000838	13	12	1	5	6	14	38	30	76	23	10	23
Otu000839	8	7	4	11	9	10	25	44	26	29	47	31
Otu000840	16	15	17	26	63	17	18	14	16	21	17	11
Otu000841	35	40	60	8	17	11	7	24	9	6	14	19
Otu000842	1	3	0	15	8	4	56	40	31	17	41	34
Otu000843	18	40	40	31	40	20	9	8	9	4	15	16
Otu000844	64	44	2	19	16	13	19	43	13	13	1	2
Otu000845	16	7	2	6	8	1	20	13	17	21	48	89
Otu000846	31	45	7	22	27	11	19	42	21	16	3	4
Otu000847	30	35	21	12	17	16	17	34	20	8	18	20
Otu000848	39	33	31	12	27	10	19	24	10	19	10	14
Otu000849	16	33	5	11	9	7	19	62	10	61	2	12
Otu000850	31	55	65	9	22	18	8	12	8	4	5	10
Otu000851	14	10	12	13	25	12	28	33	32	20	16	31
Otu000852	24	24	27	16	22	16	17	24	24	12	16	23
Otu000853	10	12	27	16	16	21	22	27	32	16	23	23
Otu000854	28	26	9	42	61	14	10	14	8	14	9	9
Otu000855	40	28	57	19	19	15	12	15	16	4	8	11
Otu000856	31	46	19	16	31	17	5	14	13	22	13	17
Otu000857	35	38	5	12	18	21	24	54	18	16	1	2
Otu000858	34	35	38	30	35	23	9	3	18	6	5	7
Otu000859	5	9	10	59	83	56	2	1	8	7	2	1
Otu000860	26	31	29	12	22	14	23	18	21	16	12	18
Otu000861	24	47	31	14	85	7	5	4	7	15	3	0
Otu000862	19	22	19	71	43	20	5	7	8	9	7	11
Otu000863	32	45	7	13	6	8	15	54	19	9	13	20
Otu000864	22	15	34	16	18	23	17	22	25	15	16	18
Otu000865	2	8	0	24	50	29	22	15	32	38	2	19
Otu000866	6	21	24	38	32	21	5	21	13	14	26	19
Otu000867	27	37	24	15	9	21	27	15	31	10	13	11
Otu000868	18	18	15	8	16	14	23	29	49	11	13	26
Otu000869	28	20	28	12	26	5	24	35	23	18	7	14
Otu000870	23	20	21	9	9	26	33	24	33	15	8	18
Otu000871	6	11	16	24	29	23	4	3	18	35	49	20
Otu000872	13	37	41	14	15	13	19	20	30	8	14	14
Otu000873	13	41	15	21	22	30	12	28	26	6	0	24
Otu000874	43	35	43	15	12	13	14	17	13	15	9	9
Otu000875	49	16	23	13	13	22	37	19	15	6	11	13
Otu000876	24	19	12	18	35	12	24	20	18	17	13	25
Otu000877	37	41	2	6	11	13	16	72	14	18	1	6
Otu000878	34	24	28	16	22	15	16	20	15	10	15	21
Otu000879	14	16	26	12	32	7	19	44	18	14	17	17
Otu000880	20	12	12	10	11	3	35	33	28	21	20	31
Otu000881	0	1	0	126	80	11	0	3	0	15	0	0
Otu000882	45	32	1	31	33	14	12	22	4	26	8	7
Otu000883	14	14	17	9	17	18	15	29	30	20	21	31
Otu000884	21	13	50	11	19	22	20	14	19	13	15	17
Otu000885	5	9	17	26	34	15	14	24	14	15	37	24
Otu000886	47	22	43	19	15	16	9	11	18	6	14	14
Otu000887	27	24	35	19	29	17	13	15	12	13	19	11
Otu000888	1	7	5	9	11	1	24	44	22	30	41	39
Otu000889	5	2	8	4	8	1	47	43	63	13	19	20
Otu000890	25	38	41	14	26	21	13	15	20	6	3	11
Otu000891	31	22	39	12	7	21	19	16	33	11	15	7
Otu000892	23	20	32	8	14	14	27	25	18	13	24	15
Otu000893	29	28	36	15	15	19	18	10	24	10	18	11
Otu000894	34	61	2	20	30	18	6	28	7	22	0	5
Otu000895	36	42	39	9	29	11	13	11	12	4	9	17
Otu000896	14	20	7	18	69	58	10	7	8	8	6	7
Otu000897	42	25	39	18	8	12	24	19	11	7	12	14
Otu000898	16	18	28	12	10	17	26	17	39	11	11	26
Otu000899	38	36	61	13	18	14	11	13	10	3	8	5
Otu000900	19	11	19	13	23	20	24	21	44	18	10	8
Otu000901	43	42	20	15	31	19	21	4	3	4	16	12
Otu000902	31	40	8	9	34	19	11	33	10	17	4	13
Otu000903	13	6	22	9	18	11	19	30	26	31	24	20
Otu000904	5	14	8	32	42	11	9	16	19	43	17	13
Otu000905	18	53	15	13	11	26	10	22	20	8	6	26
Otu000906	0	0	1	0	1	0	44	36	77	16	20	33
Otu000907	11	13	19	9	30	13	24	31	14	9	21	33
Otu000908	23	53	10	7	15	8	14	29	27	12	6	23
